video_title,channel,author,text,likes,replies,primary,all,length,published_at
혼자가 더 편한 회피형 특징,놀면서 배우는 심리학,@undertopinion,"최근 회피형이 많아진 데는 사회 전반적인 이유가 있겠지만, 나르시시스트도 많아지고 나르에 대한 정보도 급격하게 증가한 것도 하나의 중요한 원인이지 않을까 싶습니다.",74,1,기타,,91,2024-08-01
"""혼자가 가장 행복하다."" 사람이 굳이 외향적일 필요 없는 이유 (남인숙 작가 통합본)",지식인사이드,@Digital_Nomad_1004,"_사회적으로 유명인사 이거나, 자기 분야에서 인정받는 대다수의 사람들 중에는 내성적인 사람이 더 많음_",74,0,정체성확인,정체성확인,57,2024-09-28
혼자 있는 게 더 편한 사람 외향인도 내향인도 아닌 '이 유형' 입니다 ㅣ Ep. 책과사람 70 (김경일 교수님 1부),책과삶,@lo0o0ok56,이분법이 전부가 아닌건 알았지만 이렇게 나랑 닮은 개념을 드디어 찾았다.,74,1,지식,지식,40,2026-04-03
나이들수록 혼자가 편해지는 이유. 친구 없이 혼자서 행복해지는 방법 ㅣ Ep. 26 책과사람 (서경석 개그맨 1부),책과삶,@홍식-l5k,서경석님 감사해요~ 김재원님 세련된 입담 감사합니다~^^😊❤,74,0,위안,위안,34,2025-08-23
똑똑한 사람일수록 친구 적고 외로움 덜 타는 이유ㅣ인간설명서 EP.6,지식인사이드,@강명석-p4b,장례식장도 곧 무인으로 돌아갈 시대임...,74,0,자기참조,자기참조,23,2025-11-25
혼자 살다가 행복하게 죽는 5가지 방법 #삶의지혜 #행복한노후 #100세시대,골든가이드,@강호-w1n,"사람은 누구나 죽을 때 혼자 죽는데 외로운 죽음, 쓸쓸한 죽음이라니요? 그건 주변에 살아있는 산 사람들이 느끼는 감정일뿐입니다.",73,1,위안,위안,71,2025-09-23
혼자 있는 게 편하다는 사람들의 진짜 속마음ㅣ지식인초대석 EP.65 (박재연 소장 2부),지식인사이드,@Jkjkjklearning,"분명 뭐 혼자가 되는 순간은 있었지만, 버려졌다고 생각하진 않아요. 회피하는게 아니라 진짜 혼자가 편한 사람도 있어요 !",73,1,기타,,67,2025-09-21
"""친구 한 명도 없는 것, 오히려 좋다"" 혼자 있는 시간이 많을수록 점점 똑똑해지는 이유 (이헌주 교수 통합본)",책과삶,@tea-g5u1m,내가 혼자여야 뭐든 잘하고 발전하는데 더 잘해보자고 모임이나 그룹에 들어가면 오히려 산란해지고 망치더라.,73,0,자기참조,자기참조,58,2025-12-23
혼자 있는게 더 행복한 사람의 특징,놀면서 배우는 심리학,@다이룸-i4k,은둔형 외톨이가 스스로 행복한데 왜 사회적 성취나 인정을 받아야 하나요? 뭐가 문제죠? 남들이 인정안해도 본인이 행복한데,72,3,정체성확인,정체성확인,67,2024-05-11
"친구 한 명 없어도 혼자 잘 지내는 사람들의 '3가지' 장점 (최명기 원장, 한석준 아나운서, 이헌주 교수, 김아라 소장)",지식인사이드,@하정희-b8g,사람은 자주 만나다보면 선을 넘을 때도 있고 상처주고 본의아니게 상처 받고 하기때문에 인간 관계 그냥두라,72,0,기타,,58,2024-05-05
똑똑한 사람일수록 친구 적고 외로움 덜 타는 이유ㅣ인간설명서 EP.6,지식인사이드,@우주별똥별-m6d,특히 요즘은 혼자놀기가 너무 좋은듯. 잼나는 인생.혼자서 즐겁게 삽시다.,72,0,자기서사,자기서사|자기참조,40,2024-12-23
혼자서 잘 사는 사람 특징,놀면서 배우는 심리학,@spring-z7p,"옷 사러, 옷 바꾸러, 시장 보러.. 그걸 왜 매번 누구하고 같이 가야 되나. 아무리 친해도 하루를 운용하는 자기 방식과 기준이 있는 건데. 좀 친해졌다고 상대방 시간이 자기 공공재인양 너무 불러내고 연락하는 사람 비매너고 매력 없음. 나이 들수록 만나서 할 얘기 있으면 만나자. 할 얘기 있으려면 평소 내실도 좀 다지고. 4.50 넘어서도 남 뒷담화, 시가 사람들 얘기, 자식 얘기, 연얘인 얘기..너무 영양가 없지 않나. 잘 생각해 봐.오래 떠들어도 거기에 자기 얘기는 없잖아..?",70,0,기타,,271,2024-12-19
나이들수록 오히려 혼자가 되면 편합니다. 친구 없어도 잘사는 사람의 특징 (최명기 원장 1부),지식인사이드,@인간종량제-q1c,부모님이고 와이프고 자식이고 친구고 모두 환상이지.영원한건 업다. 틀어지면 다 떨어져나가는 결국 인간관계다. 그나마 모든 관계중 가장 끈끈한 관계는 자식을 향한 부모의 맘이 아닐까싶다.,70,0,기타,,103,2024-04-10
혼자가 더 편한 내향적인 사람의 특징,놀면서 배우는 심리학,@놀심,쇼츠 영상 하단의 ▶ 버튼을 누르면 '풀버전 영상으로' 바로가기 하실 수 있으니 참고해주세요.,70,4,기타,,52,2023-10-21
"나이 들수록 혼자가 되어야 하는 이유ㅣ노후에는 혼자가 행복하다ㅣ평생친구는 없다ㅣ인간관계ㅣ쇼펜하우어, 니체, 알베르 카뮈, 루소 명언 인생조언",책사람,@다은향-u3p,"선생님 천번만번 너무나 옳으신말씀입니다. 고독, 혼자가 자유롭고, 좋고 식사도 맛납니다~^♡^",70,3,기타,,52,2023-07-30
가족과 사는 게 즐겁다고? '행복한 사람'은 절대 무작정 결혼하지 않습니다! | 김경일 심리학과 교수 1부,"꿈을 찾는 사람들 강연,강의,강사,꿈찾사",@qpwoeiruty-x6o,옛날에는 혼자 놀거리가 많이 없었지만 지금은 집에서도 혼자 볼거리 놀거리가 천지임,70,2,자기참조,자기참조,45,2023-09-23
"진정한 친구가 없어도, 잘사는 사람들의 특징 '3가지' (양창순 박사 2부)",지식인사이드,@김경아-l9j,남편 아내가 친구라함은 잘살았다라고 할수있네요 부러워욤 ㅎㅎ,70,1,자기참조,자기참조,33,2023-12-14
"진정한 친구가 없어도, 잘사는 사람들의 특징 '3가지' (양창순 박사 2부)",지식인사이드,@사랑이-e3v2o,혼자가 편해요 남의말 듣기도 하기도 피곤해요,70,0,기타,,24,2024-03-24
"""혼자가 가장 행복하다."" 사람이 굳이 외향적일 필요 없는 이유 (남인숙 작가 통합본)",지식인사이드,@senabu-class,"너무 공감합니다. 교실에서도 쉬는 시간, 점심 시간에 나가 놀지 않고 혼자 있는 아이들이 있어요. 제가 보기엔 그 아이는 정말 혼자가 행복해 보이고, 혼자 조용히 그림그리거나 종이접기하면서 시간을 보내는데, 부모님들께서는 아이가 쉬는 시간에 친구들과 놀지 않고 혼자 있는 걸 걱정스러워하세요. 아마 외향적인 부모님입장에서 볼 때는 내향적인 자녀가 혼자 있는 게 친구들과 어울리지 못하고 따돌림을 받는게 아닌가 해서 걱정하시는 것 같아요. 그런데 그게 아니라 정말 '혼자가 행복한 아이'도 있다는 것을 알아주시면 부모님도 아이도 조금 마음이 편하실 것 같아요.",69,3,자기서사,위안|정체성확인|자기서사|자기참조,312,2024-09-30
"나이 들수록 혼자가 되어야 하는 이유ㅣ노후에는 혼자가 행복하다ㅣ평생친구는 없다ㅣ인간관계ㅣ쇼펜하우어, 니체, 알베르 카뮈, 루소 명언 인생조언",책사람,@Trot79,"100번 1,000번 동감합니다 그래서 저는 혼자 살고 있습니다 혼자 그냥 뭐 자유롭게 방은 조금 월세 반지 하지 마 최고입니다 진짜 백 번 천 번 맞는 말씀입니다 축복합니다 감사합니다❤❤❤",69,1,위안,위안|자기서사|자기참조,106,2023-08-01
혼자 있는 게 더 편한 사람 외향인도 내향인도 아닌 '이 유형' 입니다 ㅣ Ep. 책과사람 70 (김경일 교수님 1부),책과삶,@라벤다-v7v,이향인 제 이야기 같아서 책 구매해서 보고싶네요 ISFJ 최고 앞 자리보다 참모 자리가 편한건 내가 리더 되었을 때 나 만큼 나에게 참모역할을 해 주는 사람이 없기 때문.,69,0,자기참조,자기참조,95,2026-04-03
"""혼자가 가장 행복하다."" 사람이 굳이 외향적일 필요 없는 이유 (남인숙 작가 통합본)",지식인사이드,@user-raudinis_jini,쇼팬아우어:나이들수록 인간관계는 매우의미없어진다,69,0,기타,,26,2024-09-28
나이들수록 오히려 혼자가 되면 편합니다. 친구 없어도 잘사는 사람의 특징 (최명기 원장 1부),지식인사이드,@한국남자-f9j,얻을거 없으면 결국 연락 없어지고 떨어져 나갑니다 조금씩 친구란 명목으로 돈빌리던 어릴적 부랄친구도 얻을것 없어지자 연락이 끊깁니다 부질없습니다,68,0,기타,,80,2023-09-18
혼자 있는 게 더 편한 사람 외향인도 내향인도 아닌 '이 유형' 입니다 ㅣ Ep. 책과사람 70 (김경일 교수님 1부),책과삶,@파랑우니콘,제가 이향인이었네요ㅜ 오늘 비로소 자유로워졌어요ㅡㅜㅜ 감사합니다ㅡㅠㅜㅜ,68,0,위안,위안|자기서사|자기참조,39,2026-04-03
‼️혼자일 때 (이때가) 진짜 삶을 바꿀 기회다.ㅣ'이혼숙려캠프 상담가' 이호선 숭실사이버대학교 교수ㅣ인생강의,하와이 대저택,@hh8548,고독을 즐기는 사람은 인생의 중심에 자신이 있다 오늘도 감사합니다,68,0,위안,위안,36,2025-05-02
"혼자 있을 때 더 편안한 사람, 알고보니 '이 유형' 입니다 (김경일 교수님 통합본)",책과삶,@jooeunlee3410,와우. 저는 늘 내 생일을 왜 꼭 챙겨야 하나...생각하며 살아오는 사람이여서 본인 생일 한 달씩 하는 사람 보며 난 왜 그들만큼나의 탄생에 왜 큰 의미를 두지 않는가 생각해 왔죠. 어느 모임에나 잘 참석해서 즐기지만 늘 그 모임을 전체적으로 조망하고 있는 느낌을 받아왔죠. 밖에서는 역할 수행이 중요하고 그래서 혼자있는 시간에는 온전히 나와 놀고 나를 생각한답니다. 99.99 이향인^^,67,0,자기서사,자기서사|자기참조,217,2026-05-01
나이들수록 오히려 혼자가 되면 편합니다. 친구 없어도 잘사는 사람의 특징 (최명기 원장 1부),지식인사이드,@야미-x2b,친구? 결국 경쟁관계이다 속으론 은근시기질투하는 별것 아니면 은근 무시하는,67,1,기타,,41,2023-09-18
"혼자 있을 때 더 편안한 사람, 알고보니 '이 유형' 입니다 (김경일 교수님 통합본)",책과삶,@눈누난나-o6k-n6c,주고받는 자체가 귀찮고 날 챙기는것도 귀찮....,67,0,기타,,27,2026-05-09
함께 있어도 혼자 겉도는 사람의 2가지 특징,비치키,@릴리릴리-t6y,몰라 샤갈.. 개피곤해 혼자 살지 뭐..,67,0,기타,,22,2026-01-17
"진정한 친구가 없어도, 잘사는 사람들의 특징 '3가지' (양창순 박사 2부)",지식인사이드,@shung0209,우와 진짜 시간가는줄 모르고 너무 재미있게 잘 봤습니다. 최고의 강의였습니다. 제 안목을 넓힐 수 있는 좋은 기회였습니다.,66,1,자기참조,자기참조,68,2023-12-14
똑똑한 사람일수록 친구 적고 외로움 덜 타는 이유ㅣ인간설명서 EP.6,지식인사이드,@davidjeong5416,"굳이 억지로 친구만나서 얘기하는것보다,, 혼자 조용히 카페에서 커피마시면서 책보고,, 산책하는게 기쁨입니다.",66,0,반박,반박,60,2025-07-13
나이들수록 혼자가 행복한 이유 | 온전한 나로써 행복해지는 법 | 쇼펜하우어의 인생론 행복론 | 처세술 | 명언 | 인생의 지혜 | 인간관계,만인의 현인,@lyt3000,잘나가다 한방에 당하니 자연히 혼자 되고 그래서 자유를 얻었다..감사할 뿐이다. 더 풍요롭고 자유롭다ㅎ,66,0,기타,,57,2023-09-03
혼자가 더 편한 내향적인 사람의 특징,놀면서 배우는 심리학,@내란용역윤건희,외향적인사람과는 한달에 한번만 만나도 일년치 기가 다 빨리는것 같아서 걍 혼자가 좋네여..,66,0,정체성확인,정체성확인|자기참조,50,2023-10-29
함께 있어도 혼자 겉도는 사람의 2가지 특징,비치키,@짭제온,INTJ 여러분은 그냥 그게 좋은거라서 그러니까 나가셔도 됩니다,66,4,기타,,35,2026-01-17
혼자가 더 편한 회피형 특징,놀면서 배우는 심리학,@꽁깜딱,난데? ㅋㅋ 글고 잘못된거 아니에요. 사람마다 성향이 다른거지.,66,1,기타,,35,2024-07-31
혼자 있는 게 더 편한 사람 외향인도 내향인도 아닌 '이 유형' 입니다 ㅣ Ep. 책과사람 70 (김경일 교수님 1부),책과삶,@김경호-g9b,딱 나네.....,66,0,정체성확인,정체성확인,9,2026-04-03
혼자가 더 편한 회피형 특징,놀면서 배우는 심리학,@lovelyyy9260,답답한 회피형이라고 단언을 하시네요;; 인생을 길게 살아보니 저게 맞다고 생각해요. 저는 요즘 그렇게 살아요. 제 자신을 위해서요. 남한테 도와달라고 해봤자 그 더이상을 해줘야 하는 상황들이 생기더라고요. 관계.. 구지 그 관계속에서 답을 찾아야하나 회의감만 더 들던대.,65,4,자기서사,자기서사|자기참조,151,2024-08-03
"진정한 친구가 없어도, 잘사는 사람들의 특징 '3가지' (양창순 박사 2부)",지식인사이드,@korea96694676,내자식 내남편도 맘에 안드는데 하물며 친구도 마찬가지죠 크게 생각해볼 때 사람관계는 별것없어요 적당한 거리를두고 보는 것 가족도 마찬가지 너무 간섭하며 멀어지고 불편해집니다 서로 피해안주고 싫다는 것 안하면 좋은 관계라 생각드네요,65,1,자기서사,자기서사,128,2024-04-16
"나이 들수록 혼자가 되어야 하는 이유ㅣ노후에는 혼자가 행복하다ㅣ평생친구는 없다ㅣ인간관계ㅣ쇼펜하우어, 니체, 알베르 카뮈, 루소 명언 인생조언",책사람,@kyseong,"할 게 너무 많고, 읽고 싶은 것도 너무 많고, 배우고 싶은 것도 너무 많아서 하루하루 즐거운 데 괜히 모임에 나가서 시간 낭비할 필요 없다.",65,2,지식,지식,79,2023-07-28
혼자 살다가 행복하게 죽는 5가지 방법 #삶의지혜 #행복한노후 #100세시대,골든가이드,@마음비우기-k6q,인간관계들 거의 정리해가고 있어요. 오랜친구정리할때 내마음은 허탈했고 허전했죠. 새로운인연은절대 안맺을생각임.,65,4,지식,지식|자기참조,61,2025-08-04
은지원 명언 l 결혼을 신중하게 해야하는 이유.,멘탈케어::힐링 심리학 채널::,@스우쉬,‘갸셨으면 잘 살기라도 하지’ ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 팬이 더 악독하다ㅋㅋㅋㅋㅋㅋ,65,0,기타,,54,2025-02-18
"""친구 한 명도 없는 것, 오히려 좋다"" 혼자 있는 시간이 많을수록 점점 똑똑해지는 이유 (이헌주 교수 통합본)",책과삶,@신승연-c4m,아무리 좋을 사람도 자주 만나면 갈등이 생깁니다 적당한 거리를 두어야하는게 나아요,65,2,기타,,45,2026-01-03
나이들수록 혼자가 행복한 이유 | 온전한 나로써 행복해지는 법 | 쇼펜하우어의 인생론 행복론 | 처세술 | 명언 | 인생의 지혜 | 인간관계,만인의 현인,@urotc,구구절절 옳으신 말씀입니다 쇼펜하우어의 지혜를 새기고 또 새기겠습니다 감사합니다,65,0,위안,위안,44,2023-08-27
"""친구 한 명도 없는 것, 오히려 좋다"" 혼자 있는 시간이 많을수록 점점 똑똑해지는 이유 (이헌주 교수 통합본)",책과삶,@Wowwow-wl3kx,세상은 지능보단 꾸준함으로 발전했다 지능있는 사람이 꾸준하면 best,65,0,기타,,38,2025-12-22
나이들수록 혼자가 행복한 이유 | 온전한 나로써 행복해지는 법 | 쇼펜하우어의 인생론 행복론 | 처세술 | 명언 | 인생의 지혜 | 인간관계,만인의 현인,@leahj9564,사람을 만나고 오면 오히려 화가남.,65,5,기타,,19,2025-07-22
‼️혼자일 때 (이때가) 진짜 삶을 바꿀 기회다.ㅣ'이혼숙려캠프 상담가' 이호선 숭실사이버대학교 교수ㅣ인생강의,하와이 대저택,@재휘-p3b,혼자가 젤 편안한것 같아요,65,0,기타,,14,2025-04-13
인간관계에 지쳐서 혼자가 편한 사람들의 특징,놀면서 배우는 심리학,@박정민-t5l,대부분이 이기적이라 능력이던 재능이던 자리이던 재물이던지 자기에게 도움이 되고 유익이 되면 자꾸 이용하려 드는데 그러지 맙시다 순수하고 좋은 마음으로 선을 베푸는데 이용하려 들거나 감씨처럼 빼먹으려 들지만 않아도 이리 지치지 않죠 그들의 인정 나의 기대치가 문제가 아니라 분별 감식 하느라 기가 분산 됩니다.,64,1,자기서사,지식|정체성확인|자기서사|자기참조,172,2025-09-02
가족과 사는 게 즐겁다고? '행복한 사람'은 절대 무작정 결혼하지 않습니다! | 김경일 심리학과 교수 1부,"꿈을 찾는 사람들 강연,강의,강사,꿈찾사",@Dartmouth2010,애초에 태어나지않은게 제일 행복할거야ㆍ 태어난순간부터 고통시작임ㆍ인간의 삶이란게 죽음이란 종착역으로 1%의행복 99%의 고통을 가지고 버티는 것일뿐ㆍ인간이 인간의 삶을 이래라 저래라 가르치는것 자체가 넌센스임ㆍ진짜 신이 있다면 모를까ㆍㆍ,64,6,기타,,132,2023-09-22
‼️혼자일 때 (이때가) 진짜 삶을 바꿀 기회다.ㅣ'이혼숙려캠프 상담가' 이호선 숭실사이버대학교 교수ㅣ인생강의,하와이 대저택,@자유인-c4e,자신을 소중히 여기며 자신만을 위한 삶을 사는게 정답이다,64,0,기타,,31,2025-04-11
혼자가 편한 사람 특징 | 위로 | 동기부여 | 인생조언 | 명언 | 좋은글귀,인생한줄,@김희선-r2y,저두요 딱 이네요 집에있을 때 젤 편하다ㅎㅎ,64,1,기타,,24,2025-03-27
혼자가 편한 사람 특징 | 위로 | 동기부여 | 인생조언 | 명언 | 좋은글귀,인생한줄,@진-y5s,바로 저예유 👍👍👍,64,4,기타,,13,2025-03-24
혼자가 편한 사람 특징,픽고 PICKGO,@for_what_or,"우리나라도 개개인의 다름을 존중하는 사회가 되었으면 합니다. 어느나라건 성격이 제각각인 사람이 있기 마련인데, 한국은 유독 그런것들을 그룹화 하거나 특정 집단으로 몰아가서 결국엔 쓸데없이 피곤한 정치질로 번지는게 사회적으로 큰 독이라고 생각함 애초에 개인주의 문화를 제대로 받아들이진 못했다고 생각이 들기도 하고, 사유(느린 사고)와 대화를 중시하지 않는 문화권 이다보니 인간에 대한 연구나 성찰이 다소 떨어지는면도 분명히 존재한다고 생각됨 그래도 차츰 나아져 가길 희망함",63,2,자기참조,자기참조,264,2023-04-22
혼자가 더 편한 회피형 특징,놀면서 배우는 심리학,@독고수리,특히 돈빌려주고 빌리는것도 정말 싫어함 혹시나 단체로 뭐하는 상황에 실수로 지불수단 안가져가서 빌리게 되면 폰 손에들어오자마자 최단시간내에 송금함 돈을 빌렸다는 상황자체가 ㅈㄴ 맘이 불편해,63,2,자기참조,자기참조,105,2025-02-17
나이들수록 혼자가 행복한 이유 | 온전한 나로써 행복해지는 법 | 쇼펜하우어의 인생론 행복론 | 처세술 | 명언 | 인생의 지혜 | 인간관계,만인의 현인,@들꽃0107,언젠가부터 혼자 고독을 즐깁니다 맘의 평안함이 좋습니다 쇼펜하우어를 통해 지금의 소확행이 최선임을 확인합니다 감사드립니다,63,1,기타,,67,2023-11-19
혼자가 편한 사람 특징,픽고 PICKGO,@하늘별바다7,어우...보경이처럼 중간에서 말전하는 사람이 제일 별로 왜 설쳐서 말을 전해,63,0,기타,,42,2023-04-22
"나이 들수록 혼자가 되어야 하는 이유ㅣ노후에는 혼자가 행복하다ㅣ평생친구는 없다ㅣ인간관계ㅣ쇼펜하우어, 니체, 알베르 카뮈, 루소 명언 인생조언",책사람,@daenggi83,외로워서 인연을 만나지 말라는 말씀이군요.,63,2,위안,위안,23,2023-06-13
혼자가 더 편한 회피형 특징,놀면서 배우는 심리학,@여니여니-c7g,회피하는 사람은 상처를 많이 받아서 입니다,63,0,기타,,23,2025-02-16
친구가 없어도 '혼자 잘 지내는' 사람 특징,멘탈케어::힐링 심리학 채널::,@lovebellygom,1..그 누구보다 내 자신을 내가 잘 알고 있고 내 장.단점과 남들의 장.단점도 인정하고 내 자신에 확신이 있어서 남의 말에 흔들리지 않아요 2..제가 할수 있는것과 아닌것 구분이 딱 되어 있고 현실적인 면이 탁월해서 포기할건 빨리 포기하고 잘할수 있는것에 에너지를 쓰는 타입인 것이 바로 저 입니다 영상을 보면서 와~~ 나와 많이 비슷한 이야기를 영상으로 만드셨네 싶은것이 반가웠어요 어릴때부터 이 성격은 아니였지요 정반대 성격이였는데 나이를 먹으면서 변한 경우랍니다,62,1,자기서사,정체성확인|자기서사|자기참조,262,2022-07-31
혼자 살다가 행복하게 죽는 5가지 방법 #삶의지혜 #행복한노후 #100세시대,골든가이드,@xuinqi8548,"30대인데, 결혼,연애 생각없고 사람 만나는 거 귀찮고 제가 좋아하는 취미,공부하는 것이 행복하네요// 직장생활 하면서 제 인생에 이래저래 간섭하는 사람들 겪다보니, 그냥 사람 자체가 싫어진것 같아요",62,7,자기서사,지식|자기서사|자기참조,111,2025-08-16
나이들수록 오히려 혼자가 되면 편합니다. 친구 없어도 잘사는 사람의 특징 (최명기 원장 1부),지식인사이드,@eyre6845해밀,삼십년 가까이 살고있는 배우자도 좋네 싫네 하는판에 진실된 친구는 무슨ㅎ 친구란 한때의 순수했던때. 그때의 추억이 좋은거지 나이들면서 저절로 멀어지고 사람 자체가 귀찮아짐,62,0,기타,,95,2023-12-11
"친구 한 명 없어도 혼자 잘 지내는 사람들의 '3가지' 장점 (최명기 원장, 한석준 아나운서, 이헌주 교수, 김아라 소장)",지식인사이드,@서미경-k5p,혼자 1년 정도 3시간 정도 들여서 산을 매일 올랐는데 스스로 강해지는 과정이었나봐요. 그 과정을 거친후 내 삶이 더 단단해졌어요. 지금의 심리상태가 무척 좋아요.,62,0,자기참조,자기참조,91,2024-05-10
가족과 사는 게 즐겁다고? '행복한 사람'은 절대 무작정 결혼하지 않습니다! | 김경일 심리학과 교수 1부,"꿈을 찾는 사람들 강연,강의,강사,꿈찾사",@Alice_pietondelair,"독립한지 오래됬지만 부모님이랑 살때도 편안한건 내방에 혼자 문닫고 있을때였지, 부모님이랑 편안했던적은 거의없던거 같다. 공부안한다 뭐안한다 잔소리듣는게 일이었지.",62,0,지식,지식,90,2023-10-15
나이들수록 혼자가 행복한 이유 | 온전한 나로써 행복해지는 법 | 쇼펜하우어의 인생론 행복론 | 처세술 | 명언 | 인생의 지혜 | 인간관계,만인의 현인,@smile_cheese,외로움 잘 타는 분들 이해는 가는데 자기들이 외롭다고 자꾸 사람 만나라고 강요하는 거 보면 사람 만나기 더 싫어지고 인간혐오 생김,62,6,위안,위안,72,2024-03-03
똑똑한 사람일수록 친구 적고 외로움 덜 타는 이유ㅣ인간설명서 EP.6,지식인사이드,@Love-is-rain,똑똑한 사람은 자신의 내면이 풍부하기에 굳이 불편한 사람을 만나지 않음,62,1,기타,,39,2025-01-15
혼자가 더 편한 회피형 특징,놀면서 배우는 심리학,@강달이-k2q,나도 회피형인데 이게 잘못알고 있는게 그냥 손절 하는게 아님... 평소의 수많은 대화와 상대방의 성향을 긴시간 파악한후 어떠한 상황이 발생했을때 그동안 내가 파악했던 그 사람의 성향을 대입해봄.. 시뮬레이션 결과가 안좋게 나오면 그때 손절 하는것임.,61,3,자기서사,정체성확인|자기서사|자기참조,139,2024-11-29
혼자가 편한 사람 특징,픽고 PICKGO,@Gowntlet,인간관계는 많이 맺을수록 피곤해짐. 뒷담까는 사람 총량의 법칙이 있어서 많이 알수록 본인 험담만 늘거든. 걍 침묵하는 소수의 사람들과 서로 조용히 친하게 지내는 게 베스트. 뒷담하는 놈들은 다 손절쳐야 함.,61,0,기타,,115,2023-04-22
"진정한 친구가 없어도, 잘사는 사람들의 특징 '3가지' (양창순 박사 2부)",지식인사이드,@정숙희-r9j,"40년 동안 계속 일하고 있는남편에게 젤 좋은 친구가되어주고, 지인,친구들 만나 뺏길 에너지를 남편케어에 힘쓰고 살고있는데, 젤 잘살고 있는기분듭니다.",61,0,자기서사,자기서사,84,2023-12-16
"나이 들수록 혼자가 되어야 하는 이유ㅣ노후에는 혼자가 행복하다ㅣ평생친구는 없다ㅣ인간관계ㅣ쇼펜하우어, 니체, 알베르 카뮈, 루소 명언 인생조언",책사람,@FRIDAY-gy1bh,느슨한 관계.교묘히 서로 계산 하는 관계 등등 다 부질없는 일이다. 외로움 그런거 없어 의존은 파멸을 부른다.,61,0,위안,위안,61,2023-07-05
혼자가 편한 사람 특징,픽고 PICKGO,@doitinlove5200,사람이 모이면 피곤한일이 항상 생김 어쩔 수 없다고 인정하고 받아들이며 최대한 문제 안생기도록 살자,61,0,정체성확인,정체성확인|자기참조,55,2023-04-22
"나이 들수록 혼자가 되어야 하는 이유ㅣ노후에는 혼자가 행복하다ㅣ평생친구는 없다ㅣ인간관계ㅣ쇼펜하우어, 니체, 알베르 카뮈, 루소 명언 인생조언",책사람,@eeunsoo77,외로워서 만나면 더 외로워 혼자사는 재미를 느끼면 오히려 홀가분 감정소비 노우,61,0,위안,위안,43,2023-07-01
똑똑한 사람일수록 친구 적고 외로움 덜 타는 이유ㅣ인간설명서 EP.6,지식인사이드,@백미숙-x3z,형제끼리도 돈 문제땜에 힘들어 자주보기 싫어요 안보고 사는것이 보약,61,1,기타,,37,2024-12-06
은지원 명언 l 결혼을 신중하게 해야하는 이유.,멘탈케어::힐링 심리학 채널::,@Droplet01,은지원도 곧 50이구나 1박2일 첨시작할때가 30대 초반이였는데,61,0,자기서사,자기서사,35,2024-04-15
인간관계에 지쳐서 혼자가 편한 사람들의 특징,놀면서 배우는 심리학,@산토리니-p7m,직장에서 무식한 것하고는 상종 안 합니다.,61,0,자기서사,자기서사,23,2025-09-03
혼자 살다가 행복하게 죽는 5가지 방법 #삶의지혜 #행복한노후 #100세시대,골든가이드,@Seajeong,"한때 건강이 정말 안 좋은때가 있었습니다. 아프기 전에는 왜 이렇게 불평 할 게 많은지 이것저것 내가 가지고 있지 않은 것만 보이고 그랬었는데 건강을 잃었다가 다시 찾은 후에는, 아프지만 않으면 친구가 한명도 없어도 살 수 있다는 깊은 교훈을 얻었습니다!!",60,2,자기서사,자기서사|자기참조,143,2025-09-02
혼자 있는게 더 행복한 사람의 특징,놀면서 배우는 심리학,@Ocdpvjrnj,극외향형의 인간이지만 혼자 있는게 더 행복한 사람들=내향형의 인간들에게 밖에 나가서 사람 좀 만나라 이러는 사람이 더 이해안가긴 함 오히려 혼자 있어도 행복한게 난 더 부럽다. 사람들은 날 떠날 수 있지만 나는 날 떠나지 않을테니까,60,4,자기서사,자기서사|자기참조,129,2024-05-08
은지원 명언 l 결혼을 신중하게 해야하는 이유.,멘탈케어::힐링 심리학 채널::,@먹향-w1f,결혼은 얻는것보다 잃는게 많아요 양쪽다 그걸 인지하면서 결혼해야 행복해집니다 자기 스스로가 자기꺼에 대한 애착이 심하시면 결혼은 생각해 보셔야합니다,60,0,자기서사,자기서사,82,2024-05-23
나이들수록 오히려 혼자가 되면 편합니다. 친구 없어도 잘사는 사람의 특징 (최명기 원장 1부),지식인사이드,@푸른하늘-e8m,유트브에 이로운 점이 바로 이거입니다ᆢ 퇴근후 밥하면서 이런 명강의를 듣고 지혜를 얻을수 있으니ᆢ참 감사할 따름이네요ᆢ,60,0,기타,,66,2023-10-12
똑똑한 사람일수록 친구 적고 외로움 덜 타는 이유ㅣ인간설명서 EP.6,지식인사이드,@몽코-t6g,나 잘되는거 진심으로 기뻐해주는건 가족뿐이다.,60,1,자기서사,자기서사,25,2024-12-25
혼자가 더 편한 회피형 특징,놀면서 배우는 심리학,@인천야호,남에게 기대어봤자 나만 상처받고 아무리 노력해도 알아주지 않으면 포기하게되는거 같아요,59,1,기타,,47,2024-07-31
"혼자 있을 때 더 편안한 사람, 알고보니 '이 유형' 입니다 (김경일 교수님 통합본)",책과삶,@수연어-e9z,ㅎㅎ 뭐 그닥 축복받은 인생 아닌거같아서 별로 그냥 조용히 지내는게 좋아요,59,0,기타,,41,2026-05-03
